Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
3207,36,Female,Boots,Footwear,52,California,M,Brown,Winter,3,No,Free Shipping,No,No,9,PayPal,Monthly
3208,67,Female,Socks,Clothing,29,Arizona,XL,Beige,Summer,2.7,No,Next Day Air,No,No,1,PayPal, 
3209,61,Female,Jewelry,Accessories,30,Indiana,L,Indigo,Winter,  ,No,  ,No,No,2,PayPal,Weekly
3210,  ,Female,Shoes,Footwear,  ,Arkansas,L,Peach,Fall,4.3,No,Standard,No,No,39,Debit Card, 
3211,  ,Female,Socks,Clothing,67,Nevada,M,Magenta,Summer,2.9,No,Express,No,No,3,  ,Bi-Weekly
3212,53,Female,Pants,Clothing,65,Rhode Island,L,Turquoise,Winter,4.9,No,Standard,No,No,12,Cash,Monthly
3213,  ,Female,Sneakers,Footwear,22,Wyoming,M,Indigo,Winter,3.6,No,  ,No,No,21,Debit Card,Weekly
3214,  ,Female,Sunglasses,Accessories,  ,Texas,M,Brown,Winter,  ,No,Standard,No,No,33,Credit Card,Monthly
3215,53,Female,Skirt,Clothing,78,Washington,M,Yellow,Spring,  ,No,Free Shipping,No,No,6,Debit Card, 
3216,34,Female,Coat,  ,90,Rhode Island,M,Magenta,Summer,2.7,No,Free Shipping,No,No,10,PayPal,Every 3 Months
3217,39,Female,Hoodie,Clothing,  ,Illinois,S,Olive,Winter,3.4,No,Next Day Air,No,No,18,Cash,Weekly
3218,44,Female,Sunglasses,Accessories,58,Oregon,M,Silver,Fall,3.4,No,Express,No,No,6,  ,Weekly
3219,37,Female,Skirt,Clothing,  ,Florida,M,Teal,Fall,3.9,No,Express,No,No,9,PayPal,Monthly
3220,57,Female,Coat,  ,40,Kansas,L,  ,Summer,3.5,No,  ,No,No,39,Credit Card,Weekly
3221,38,Female,Handbag,Accessories,29,North Dakota,M,Blue,Fall,4.1,No,Free Shipping,No,No,16,Cash,Monthly
3222,  ,Female,T-shirt,Clothing,76,New Hampshire,M,Yellow,Winter,3.2,No,Standard,No,No,28,Cash, 
3223,  ,Female,Sunglasses,Accessories,84,Texas,S,Maroon,Fall,4.6,No,Store Pickup,No,No,22,PayPal,Quarterly
3224,68,Female,Shirt,Clothing,65,Montana,S,  ,Spring,3.9,No,Standard,No,No,36,  ,Bi-Weekly
3225,37,Female,Hoodie,Clothing,80,Delaware,L,Indigo,Winter,2.7,No,Free Shipping,No,No,18,PayPal,Monthly
3226,53,Female,Blouse,Clothing,98,New Hampshire,M,Pink,Fall,3,No,Store Pickup,No,No,31,Credit Card,Weekly
3227,57,Female,Sneakers,Footwear,71,Minnesota,XL,Beige,Spring,  ,No,Next Day Air,No,No,38,Bank Transfer,Fortnightly
3228,28,Female,Scarf,Accessories,69,Alaska,XL,  ,Fall,2.7,No,Free Shipping,No,No,2,Debit Card,Quarterly
3229,37,Female,Jewelry,Accessories,95,Connecticut,M,Yellow,Spring,4.6,No,  ,No,No,27,PayPal, 
3230,54,Female,Pants,Clothing,67,Connecticut,M,Teal,Fall,2.7,No,Express,No,No,2,Cash,Monthly
3231,49,Female,Sneakers,Footwear,49,Kansas,M,Olive,Summer,2.5,No,Next Day Air,No,No,38,Debit Card, 
3232,62,Female,Shoes,Footwear,97,Nevada,M,Maroon,Winter,4.4,No,Free Shipping,No,No,9,Credit Card, 
3233,  ,Female,T-shirt,Clothing,  ,Massachusetts,M,  ,Spring,4,No,Next Day Air,No,No,19,Bank Transfer,Monthly
3234,  ,Female,Belt,Accessories,74,Indiana,M,Lavender,Fall,3.8,No,Express,No,No,11,Debit Card,Bi-Weekly
3235,49,Female,Jewelry,Accessories,96,Washington,M,Black,Winter,2.5,No,  ,No,No,16,Debit Card,Quarterly
3236,  ,Female,Belt,Accessories,68,Kansas,M,Green,Summer,4,No,Free Shipping,No,No,18,  ,Monthly
3237,63,Female,Belt,Accessories,84,South Carolina,L,Olive,Fall,4.1,No,Next Day Air,No,No,8,Cash,Monthly
3238,61,Female,T-shirt,Clothing,57,Vermont,M,  ,Summer,2.8,No,Express,No,No,  ,Cash,Weekly
3239,25,Female,Sneakers,Footwear,84,Wyoming,XL,Teal,Fall,3.4,No,  ,No,No,37,Cash,Quarterly
3240,33,Female,Sunglasses,Accessories,32,Colorado,M,Charcoal,Fall,2.7,No,  ,No,No,30,Cash,Monthly
3241,56,Female,Sandals,Footwear,37,West Virginia,M,Violet,Fall,3.8,No,  ,No,No,37,Bank Transfer,Monthly
3242,50,Female,Handbag,Accessories,58,Connecticut,M,Lavender,Summer,4.4,No,Store Pickup,No,No,30,PayPal,Quarterly
3243,  ,Female,Socks,Clothing,74,Oregon,S,Beige,Fall,2.8,No,Express,No,No,17,  ,Weekly
3244,  ,Female,Hoodie,Clothing,99,Idaho,L,Black,Summer,5,No,Store Pickup,No,No,11,Bank Transfer,Every 3 Months
3245,  ,Female,Sweater,Clothing,81,Arkansas,M,Black,Fall,4.7,No,Express,No,No,2,Credit Card, 
3246,63,Female,Pants,Clothing,76,Kansas,M,Purple,Fall,3.2,No,Next Day Air,No,No,20,Cash,Weekly
3247,70,Female,Sneakers,Footwear,98,Michigan,M,Magenta,Summer,2.9,No,Store Pickup,No,No,37,Cash,Monthly
3248,53,Female,Gloves,Accessories,91,Arkansas,M,Teal,Summer,3.7,No,Express,No,No,12,PayPal,Fortnightly
3249,22,Female,T-shirt,Clothing,79,Pennsylvania,S,Teal,Summer,4.2,No,Free Shipping,No,No,1,Bank Transfer,Quarterly
3250,  ,Female,Backpack,Accessories,83,Virginia,M,Pink,Summer,3.4,No,Express,No,No,32,Credit Card,Quarterly
3251,23,Female,Coat,  ,90,Minnesota,M,Teal,Spring,2.9,No,  ,No,No,15,  ,Weekly
3252,25,Female,Coat,  ,  ,Nevada,M,Gold,Winter,3.7,No,Standard,No,No,39,  ,Quarterly
3253,69,Female,Sandals,Footwear,21,Montana,L,Brown,Spring,2.7,No,Store Pickup,No,No,8,Credit Card,Fortnightly
3254,36,Female,Backpack,Accessories,60,Nebraska,M,Brown,Fall,3.2,No,  ,No,No,8,  ,Fortnightly
3255,  ,Female,Sweater,Clothing,  ,Indiana,S,Magenta,Winter,4.9,No,Store Pickup,No,No,11,Bank Transfer,Every 3 Months
3256,57,Female,Shorts,Clothing,40,New Jersey,M,Black,Fall,2.8,No,Next Day Air,No,No,36,Bank Transfer,Monthly
3257,60,Female,Sunglasses,Accessories,26,Wisconsin,L,Teal,Winter,4.7,No,Free Shipping,No,No,50,  ,Every 3 Months
3258,44,Female,Shirt,Clothing,98,Minnesota,M,Brown,Fall,  ,No,Express,No,No,39,  ,Every 3 Months
3259,  ,Female,Shoes,Footwear,  ,New Jersey,M,Magenta,Spring,4.3,No,Express,No,No,11,Credit Card,Bi-Weekly
3260,57,Female,Hat,Accessories,95,Oklahoma,XL,Indigo,Fall,3.7,No,  ,No,No,5,Debit Card,Every 3 Months
3261,39,Female,Scarf,Accessories,36,Wisconsin,M,Violet,Summer,4.5,No,  ,No,No,7,Credit Card, 
3262,48,Female,Belt,Accessories,52,Rhode Island,L,Cyan,Winter,3.4,No,Store Pickup,No,No,50,Debit Card,Weekly
3263,42,Female,T-shirt,Clothing,35,Indiana,M,Violet,Spring,2.7,No,Standard,No,No,21,Cash,Every 3 Months
3264,56,Female,Shorts,Clothing,68,Vermont,S,Black,Fall,4.4,No,Express,No,No,31,Debit Card,Fortnightly
3265,28,Female,Pants,Clothing,50,  ,S,Charcoal,Winter,4,No,Express,No,No,39,Cash,Bi-Weekly
3266,40,Female,Sunglasses,Accessories,100,  ,M,  ,Winter,3.2,No,Express,No,No,28,Credit Card,Fortnightly
3267,49,Female,Coat,  ,74,  ,S,  ,Winter,4.2,No,Next Day Air,No,No,33,Bank Transfer,Weekly
3268,37,Female,Hoodie,Clothing,45,Idaho,L,Pink,Winter,3,No,Store Pickup,No,No,2,Credit Card,Quarterly
3269,22,Female,Dress,Clothing,97,Arkansas,M,Cyan,Fall,2.8,No,Free Shipping,No,No,5,Bank Transfer,Every 3 Months
3270,  ,Female,Blouse,Clothing,60,Ohio,M,Blue,Winter,4.9,No,Express,No,No,25,Cash,Monthly
3271,59,Female,Socks,Clothing,25,Illinois,M,Indigo,Winter,4.7,No,Express,No,No,8,PayPal, 
3272,35,Female,Socks,Clothing,55,Nevada,XL,Magenta,Spring,4.4,No,Standard,No,No,30,Credit Card,Weekly
3273,58,Female,Shoes,Footwear,99,Texas,M,Lavender,Winter,  ,No,Next Day Air,No,No,3,PayPal,Quarterly
3274,58,Female,Belt,Accessories,45,Nevada,S,Orange,Summer,2.6,No,Free Shipping,No,No,3,PayPal,Every 3 Months
3275,46,Female,Sweater,Clothing,  ,Oklahoma,M,Cyan,Spring,3.9,No,Store Pickup,No,No,1,Cash,Fortnightly
3276,43,Female,Pants,Clothing,88,  ,XL,Green,Summer,2.6,No,  ,No,No,2,Debit Card,Weekly
3277,39,Female,Scarf,Accessories,99,South Dakota,M,  ,Summer,4,No,Store Pickup,No,No,1,PayPal,Every 3 Months
3278,59,Female,Skirt,Clothing,86,Texas,M,Blue,Spring,4.9,No,Store Pickup,No,No,3,Credit Card,Monthly
3279,59,Female,Dress,Clothing,70,Montana,M,Black,Summer,  ,No,  ,No,No,18,Bank Transfer,Weekly
3280,59,Female,Hat,Accessories,50,Wyoming,S,Red,Fall,3,No,Express,No,No,1,Debit Card,Fortnightly
3281,  ,Female,Handbag,Accessories,57,New York,L,Red,Winter,2.7,No,Next Day Air,No,No,5,PayPal,Monthly
3282,  ,Female,Pants,Clothing,69,Oregon,L,Gold,Winter,  ,No,Free Shipping,No,No,1,Bank Transfer, 
3283,24,Female,T-shirt,Clothing,94,California,M,Red,Fall,4.8,No,Next Day Air,No,No,5,Credit Card,Monthly
3284,47,Female,Jacket,  ,24,North Carolina,L,Purple,Spring,2.9,No,Express,No,No,10,Debit Card,Every 3 Months
3285,70,Female,Scarf,Accessories,79,Kentucky,L,  ,Spring,4.5,No,  ,No,No,20,  , 
3286,58,Female,Hat,Accessories,  ,Hawaii,XL,Magenta,Fall,4.6,No,Free Shipping,No,No,11,Cash,Weekly
3287,  ,Female,Jacket,  ,67,Illinois,L,Pink,Winter,5,No,Express,No,No,  ,  ,Fortnightly
3288,24,Female,Skirt,Clothing,63,West Virginia,L,Black,Spring,4.3,No,  ,No,No,38,Credit Card,Weekly
3289,67,Female,Handbag,Accessories,61,South Carolina,XL,  ,Spring,4.9,No,Next Day Air,No,No,19,Credit Card,Bi-Weekly
3290,  ,Female,Backpack,Accessories,50,Montana,M,Maroon,Summer,4,No,  ,No,No,16,  ,Every 3 Months
3291,52,Female,Coat,  ,82,North Dakota,L,Black,Spring,  ,No,Free Shipping,No,No,2,PayPal,Monthly
3292,29,Female,Belt,Accessories,  ,New Mexico,L,Olive,Fall,2.6,No,  ,No,No,11,Cash,Monthly
3293,62,Female,Handbag,Accessories,23,Missouri,L,  ,Spring,4.9,No,Standard,No,No,18,Bank Transfer,Fortnightly
3294,19,Female,Coat,  ,91,West Virginia,M,Gold,Spring,3.5,No,  ,No,No,7,Credit Card,Fortnightly
3295,62,Female,Sweater,Clothing,60,South Carolina,S,Magenta,Spring,4.5,No,Store Pickup,No,No,15,Bank Transfer,Bi-Weekly
3296,70,Female,Blouse,Clothing,  ,West Virginia,S,Lavender,Summer,2.8,No,Next Day Air,No,No,15,Cash,Weekly
3297,20,Female,Blouse,Clothing,23,Alaska,M,Green,Spring,4.2,No,Next Day Air,No,No,7,  ,Quarterly
3298,67,Female,Belt,Accessories,82,West Virginia,M,Violet,Fall,4.1,No,Free Shipping,No,No,7,PayPal,Monthly
3299,  ,Female,Jacket,  ,73,New Mexico,M,Brown,Fall,3.5,No,Express,No,No,6,Bank Transfer,Every 3 Months
3300,  ,Female,Shorts,Clothing,32,South Dakota,L,Teal,Spring,4,No,  ,No,No,18,  ,Monthly
3301,  ,Female,Hat,Accessories,80,Oklahoma,M,Charcoal,Spring,4,No,Express,No,No,0,Bank Transfer,Bi-Weekly
3302,36,Female,Pants,Clothing,58,Oklahoma,XL,Charcoal,Summer,2.5,No,Free Shipping,No,No,31,Credit Card,Fortnightly
3303,36,Female,Blouse,Clothing,82,  ,XL,Beige,Winter,4.2,No,Standard,No,No,31,  ,Bi-Weekly
3304,20,Female,Belt,Accessories,60,Mississippi,S,Turquoise,Summer,3.4,No,Next Day Air,No,No,  ,Credit Card,Fortnightly
3305,  ,Female,Handbag,Accessories,79,Mississippi,XL,Orange,Fall,4.8,No,Next Day Air,No,No,36,Bank Transfer,Every 3 Months
3306,34,Female,Hoodie,Clothing,41,Nebraska,L,Cyan,Summer,4.9,No,Standard,No,No,31,PayPal,Bi-Weekly
3307,63,Female,Jacket,  ,39,Colorado,L,Orange,Summer,3.6,No,Store Pickup,No,No,6,  ,Fortnightly
3308,18,Female,Scarf,Accessories,36,Pennsylvania,S,Green,Winter,4,No,Store Pickup,No,No,1,Cash,Monthly
3309,  ,Female,  ,Clothing,70,Utah,M,Pink,Fall,2.6,No,Express,No,No,29,Cash,Monthly
3310,48,Female,Handbag,Accessories,47,Massachusetts,M,Blue,Summer,  ,No,Store Pickup,No,No,19,PayPal,Monthly
3311,  ,Female,Jacket,  ,27,Iowa,M,Pink,Winter,3.6,No,Free Shipping,No,No,12,PayPal,Fortnightly
3312,29,Female,Hat,Accessories,52,Florida,L,Blue,Summer,4,No,Express,No,No,18,Bank Transfer, 
3313,  ,Female,Sneakers,Footwear,75,Louisiana,L,Black,Summer,3.9,No,Next Day Air,No,No,5,Cash,Quarterly
3314,  ,Female,Hat,Accessories,30,Kansas,XL,Black,Fall,3.9,No,Express,No,No,5,Credit Card,Monthly
3315,  ,Female,Socks,Clothing,94,Kansas,M,Violet,Spring,  ,No,Standard,No,No,8,Credit Card,Quarterly
3316,48,Female,Scarf,Accessories,68,Kentucky,S,Gold,Summer,2.9,No,Standard,No,No,  ,PayPal,Every 3 Months
3317,42,Female,Socks,Clothing,45,New Mexico,M,Olive,Summer,  ,No,Free Shipping,No,No,5,Debit Card,Fortnightly
3318,  ,Female,Hat,Accessories,67,North Carolina,XL,Pink,Summer,4.7,No,Standard,No,No,30,Cash,Quarterly
3319,  ,Female,Jacket,  ,46,North Dakota,M,Olive,Summer,3.9,No,Free Shipping,No,No,15,PayPal,Monthly
3320,23,Female,Shorts,Clothing,  ,North Dakota,M,Indigo,Summer,4.3,No,Next Day Air,No,No,17,Credit Card,Every 3 Months
3321,66,Female,Blouse,Clothing,44,Illinois,XL,Silver,Fall,4.2,No,  ,No,No,5,Cash,Every 3 Months
3322,32,Female,Coat,  ,100,  ,S,Charcoal,Winter,4.3,No,Next Day Air,No,No,3,  , 
3323,52,Female,Sweater,Clothing,92,Indiana,XL,Orange,Winter,4.6,No,Next Day Air,No,No,3,PayPal,Weekly
3324,54,Female,Handbag,Accessories,78,North Dakota,M,Yellow,Winter,3.8,No,Free Shipping,No,No,  ,Credit Card,Monthly
3325,37,Female,T-shirt,Clothing,32,Missouri,S,Red,Fall,  ,No,Standard,No,No,1,  ,Weekly
3326,29,Female,Sandals,Footwear,97,Alaska,M,Maroon,Fall,3.7,No,  ,No,No,16,  ,Monthly
3327,47,Female,Gloves,Accessories,95,North Dakota,M,Magenta,Summer,4.3,No,Standard,No,No,10,Debit Card, 
3328,47,Female,Shorts,Clothing,  ,Connecticut,M,Black,Spring,4.1,No,Express,No,No,2,Debit Card,Quarterly
3329,42,Female,Sandals,Footwear,35,Wisconsin,M,Violet,Spring,3.2,No,Free Shipping,No,No,11,Cash,Bi-Weekly
3330,34,Female,Backpack,Accessories,54,New Jersey,M,  ,Winter,3.8,No,Express,No,No,1,Debit Card,Bi-Weekly
3331,38,Female,Sneakers,Footwear,96,Missouri,M,Black,Spring,3.2,No,  ,No,No,1,Bank Transfer,Quarterly
3332,  ,Female,Sunglasses,Accessories,58,California,M,Pink,Summer,3.5,No,Free Shipping,No,No,39,PayPal,Quarterly
3333,  ,Female,T-shirt,Clothing,23,Washington,M,Silver,Summer,  ,No,  ,No,No,1,PayPal,Bi-Weekly
3334,  ,Female,  ,Clothing,35,Minnesota,M,Violet,Spring,4.2,No,Express,No,No,3,PayPal,Monthly
3335,66,Female,Shirt,Clothing,23,California,M,Beige,Summer,3.4,No,Free Shipping,No,No,21,Credit Card, 
3336,44,Female,Hat,Accessories,94,Texas,XL,Cyan,Winter,3.5,No,Express,No,No,8,Bank Transfer,Quarterly
3337,39,Female,Blouse,Clothing,45,Montana,M,Brown,Fall,4,No,Free Shipping,No,No,2,Debit Card, 
3338,23,Female,Jacket,  ,23,Arizona,L,Blue,Winter,4.4,No,  ,No,No,5,Bank Transfer,Bi-Weekly
3339,29,Female,Skirt,Clothing,94,Minnesota,L,  ,Winter,2.9,No,  ,No,No,6,Credit Card,Monthly
3340,20,Female,Gloves,Accessories,99,Nebraska,M,Cyan,Fall,3.6,No,Store Pickup,No,No,35,Cash,Fortnightly
3341,42,Female,T-shirt,Clothing,36,Virginia,XL,Maroon,Fall,4.4,No,Free Shipping,No,No,7,Credit Card,Fortnightly
3342,  ,Female,Jacket,  ,50,Connecticut,XL,Olive,Summer,4.5,No,Standard,No,No,35,Credit Card,Monthly
3343,66,Female,Jacket,  ,81,New Jersey,M,Violet,Spring,3.8,No,Free Shipping,No,No,5,Credit Card,Weekly
3344,24,Female,Shorts,Clothing,  ,Kentucky,XL,Green,Winter,3.6,No,  ,No,No,6,Cash,Bi-Weekly
3345,62,Female,Hat,Accessories,48,Washington,XL,Magenta,Fall,4.3,No,Free Shipping,No,No,20,Cash, 
3346,28,Female,Handbag,Accessories,91,Florida,M,Turquoise,Summer,4,No,  ,No,No,3,  ,Bi-Weekly
3347,  ,Female,  ,Clothing,99,Oklahoma,M,Black,Summer,3.4,No,Express,No,No,30,  ,Quarterly
3348,22,Female,Shoes,Footwear,70,Iowa,XL,Cyan,Summer,4.4,No,Standard,No,No,28,PayPal,Bi-Weekly
3349,28,Female,T-shirt,Clothing,74,New Hampshire,L,  ,Winter,2.8,No,Standard,No,No,15,Cash,Every 3 Months
3350,35,Female,Jewelry,Accessories,79,Georgia,M,Red,Fall,2.8,No,Store Pickup,No,No,29,PayPal,Quarterly
3351,  ,Female,Handbag,Accessories,33,Mississippi,S,Olive,Fall,4.9,No,  ,No,No,15,Cash,Bi-Weekly
3352,43,Female,Shirt,Clothing,49,New Hampshire,L,Cyan,Spring,4.2,No,  ,No,No,18,Bank Transfer,Fortnightly
3353,  ,Female,Belt,Accessories,96,Washington,M,Teal,Summer,2.9,No,Next Day Air,No,No,7,Bank Transfer,Bi-Weekly
3354,  ,Female,Dress,Clothing,66,Ohio,L,Teal,Fall,4.6,No,Free Shipping,No,No,19,Credit Card,Every 3 Months
3355,42,Female,Skirt,Clothing,45,Maryland,M,Orange,Fall,2.8,No,Next Day Air,No,No,15,PayPal,Weekly
3356,40,Female,Blouse,Clothing,28,Delaware,M,Peach,Spring,2.6,No,Store Pickup,No,No,3,Bank Transfer,Bi-Weekly
3357,39,Female,  ,Clothing,48,Tennessee,M,Silver,Summer,3.5,No,Store Pickup,No,No,13,PayPal,Bi-Weekly
3358,41,Female,Hoodie,Clothing,67,Arkansas,M,Pink,Winter,3.5,No,Free Shipping,No,No,37,Credit Card,Monthly
3359,56,Female,T-shirt,Clothing,59,Tennessee,M,Magenta,Fall,3.4,No,  ,No,No,26,Cash, 
3360,43,Female,Sunglasses,Accessories,74,New Hampshire,L,Red,Fall,3.9,No,Next Day Air,No,No,29,Debit Card,Monthly
3361,22,Female,Jacket,  ,81,Minnesota,M,Maroon,Spring,  ,No,  ,No,No,7,Cash,Every 3 Months
3362,47,Female,Shoes,Footwear,26,Florida,M,Silver,Spring,4.1,No,Free Shipping,No,No,7,Credit Card,Bi-Weekly
3363,50,Female,Handbag,Accessories,61,Tennessee,M,  ,Summer,3,No,Next Day Air,No,No,8,  ,Fortnightly
3364,58,Female,Sweater,Clothing,23,California,M,Turquoise,Winter,3,No,Next Day Air,No,No,6,Bank Transfer,Bi-Weekly
3365,50,Female,Scarf,Accessories,33,Oregon,M,Peach,Fall,3.2,No,Standard,No,No,7,Credit Card,Monthly
3366,43,Female,Skirt,Clothing,58,Tennessee,L,Teal,Fall,3.9,No,Express,No,No,5,Credit Card,Every 3 Months
3367,38,Female,Gloves,Accessories,65,North Carolina,M,Red,Spring,3.6,No,  ,No,No,7,Debit Card,Quarterly
3368,44,Female,T-shirt,Clothing,48,Tennessee,M,Blue,Summer,  ,No,Store Pickup,No,No,6,  ,Fortnightly
3369,  ,Female,Sandals,Footwear,25,Nebraska,M,Blue,Spring,4.8,No,Express,No,No,29,Bank Transfer,Every 3 Months
3370,47,Female,Sweater,Clothing,  ,  ,M,Indigo,Winter,3.8,No,  ,No,No,2,Cash,Monthly
3371,  ,Female,Belt,Accessories,  ,Illinois,M,Charcoal,Summer,2.8,No,Store Pickup,No,No,6,Cash,Fortnightly
3372,49,Female,Hoodie,Clothing,99,Colorado,S,Turquoise,Winter,4,No,Next Day Air,No,No,28,PayPal, 
3373,56,Female,Socks,Clothing,25,Pennsylvania,M,Maroon,Winter,4.6,No,Free Shipping,No,No,1,Credit Card,Every 3 Months
3374,70,Female,Sandals,Footwear,52,Minnesota,M,Purple,Spring,3.5,No,Store Pickup,No,No,12,Debit Card,Every 3 Months
3375,22,Female,Blouse,Clothing,47,Nevada,S,Lavender,Spring,3.7,No,  ,No,No,1,Debit Card, 
3376,51,Female,Boots,Footwear,98,Connecticut,XL,Yellow,Fall,4.9,No,Express,No,No,8,Credit Card, 
3377,22,Female,Hat,Accessories,46,Ohio,M,Green,Winter,4.1,No,Store Pickup,No,No,2,Cash,Quarterly
3378,37,Female,Shirt,Clothing,32,Kentucky,M,Yellow,Winter,4.6,No,Next Day Air,No,No,18,PayPal,Fortnightly
3379,49,Female,Shorts,Clothing,75,Minnesota,L,Gold,Fall,4.5,No,Next Day Air,No,No,6,Cash,Quarterly
3380,61,Female,Handbag,Accessories,  ,Tennessee,L,Turquoise,Summer,5,No,Store Pickup,No,No,0,Cash,Weekly
3381,41,Female,Dress,Clothing,52,North Dakota,L,Blue,Summer,3.8,No,Standard,No,No,6,PayPal,Every 3 Months
3382,57,Female,Hat,Accessories,66,Minnesota,L,Turquoise,Winter,4.7,No,Standard,No,No,27,Credit Card,Quarterly
3383,34,Female,Sweater,Clothing,35,Nebraska,M,Maroon,Spring,2.8,No,Express,No,No,2,Bank Transfer,Weekly
3384,  ,Female,Coat,  ,43,Delaware,M,Pink,Fall,2.6,No,Next Day Air,No,No,39,  ,Bi-Weekly
3385,39,Female,Hoodie,Clothing,24,Minnesota,L,Maroon,Summer,3.8,No,Free Shipping,No,No,9,  ,Quarterly
3386,62,Female,Jewelry,Accessories,83,Rhode Island,M,Olive,Winter,2.8,No,Standard,No,No,16,Credit Card,Every 3 Months
3387,34,Female,T-shirt,Clothing,62,Michigan,M,Lavender,Fall,2.6,No,  ,No,No,36,Cash,Quarterly
3388,53,Female,Pants,Clothing,78,New Jersey,S,Pink,Spring,3.4,No,  ,No,No,2,Credit Card,Bi-Weekly
3389,35,Female,Sweater,Clothing,61,South Dakota,M,Cyan,Spring,4.5,No,Store Pickup,No,No,21,Credit Card,Weekly
3390,38,Female,Pants,Clothing,57,North Carolina,L,Maroon,Fall,3.8,No,Free Shipping,No,No,39,  , 
3391,32,Female,Socks,Clothing,70,Oregon,S,Red,Summer,3,No,Next Day Air,No,No,38,PayPal, 
3392,47,Female,Hoodie,Clothing,57,Montana,M,Silver,Fall,3.7,No,  ,No,No,6,Debit Card,Every 3 Months
3393,53,Female,Scarf,Accessories,74,New Jersey,XL,Blue,Winter,4.4,No,Free Shipping,No,No,6,  ,Bi-Weekly
3394,60,Female,Dress,Clothing,90,Arizona,M,Gold,Fall,  ,No,Next Day Air,No,No,50,Debit Card,Monthly
3395,  ,Female,Sandals,Footwear,98,Vermont,S,Yellow,Spring,4.2,No,Store Pickup,No,No,9,PayPal, 
3396,44,Female,Dress,Clothing,43,Colorado,M,Silver,Winter,  ,No,Free Shipping,No,No,15,Debit Card,Every 3 Months
3397,29,Female,Pants,Clothing,37,Tennessee,XL,Black,Winter,5,No,Next Day Air,No,No,5,PayPal,Quarterly
3398,19,Female,Blouse,Clothing,  ,New Jersey,L,Yellow,Summer,2.7,No,Standard,No,No,13,Bank Transfer,Bi-Weekly
3399,54,Female,  ,Clothing,60,Montana,L,Pink,Winter,3.8,No,Standard,No,No,    ,Cash,Fortnightly
3400,40,Female,Pants,Clothing,55,Montana,XL,Yellow,Winter,  ,No,Standard,No,No,36,Debit Card, 
3401,39,Female,Sunglasses,Accessories,  ,Nevada,M,Lavender,Fall,4.8,No,Free Shipping,No,No,18,  ,Fortnightly
3402,44,Female,Backpack,Accessories,71,Nevada,L,Peach,Winter,3.4,No,Standard,No,No,39,Credit Card,Weekly
3403,22,Female,Hoodie,Clothing,61,Louisiana,M,Black,Spring,4.4,No,  ,No,No,11,PayPal,Every 3 Months
3404,  ,Female,Boots,Footwear,65,Illinois,M,Olive,Summer,3.9,No,Standard,No,No,1,Cash,Bi-Weekly
3405,69,Female,Gloves,Accessories,  ,South Carolina,L,Olive,Fall,3.9,No,  ,No,No,3,Credit Card, 
3406,28,Female,Blouse,Clothing,87,Washington,M,  ,Summer,4.2,No,Store Pickup,No,No,7,Bank Transfer,Bi-Weekly
3407,57,Female,Sweater,Clothing,79,Nebraska,M,Red,Spring,4,No,Store Pickup,No,No,2,  ,Quarterly
3408,46,Female,Dress,Clothing,46,  ,S,Purple,Spring,2.6,No,Store Pickup,No,No,20,Cash,Quarterly
3409,48,Female,Socks,Clothing,72,Montana,L,Purple,Summer,4.4,No,Standard,No,No,11,Bank Transfer, 
3410,24,Female,Shirt,Clothing,93,Minnesota,M,Teal,Summer,3.2,No,Next Day Air,No,No,3,Credit Card,Every 3 Months
3411,50,Female,Sandals,Footwear,76,Ohio,L,Teal,Summer,4.3,No,Free Shipping,No,No,38,Bank Transfer,Bi-Weekly
3412,29,Female,Shoes,Footwear,  ,New York,L,  ,Winter,4.9,No,  ,No,No,5,Cash,Weekly
3413,61,Female,Sandals,Footwear,83,Indiana,M,Magenta,Fall,3.8,No,Store Pickup,No,No,31,  ,Quarterly
3414,34,Female,Gloves,Accessories,90,Delaware,XL,Black,Winter,2.5,No,Express,No,No,16,PayPal,Bi-Weekly
3415,  ,Female,Boots,Footwear,94,Connecticut,M,Maroon,Spring,4.9,No,Next Day Air,No,No,3,Bank Transfer,Quarterly
3416,38,Female,Blouse,Clothing,68,New York,M,Gold,Fall,3,No,  ,No,No,15,Bank Transfer, 
3417,25,Female,Sandals,Footwear,53,  ,M,Purple,Spring,3.2,No,Store Pickup,No,No,11,Bank Transfer,Every 3 Months
3418,54,Female,Coat,  ,35,Massachusetts,M,Blue,Summer,2.9,No,  ,No,No,22,Debit Card,Fortnightly
3419,53,Female,Jacket,  ,30,South Carolina,M,Beige,Summer,2.8,No,Free Shipping,No,No,35,Debit Card, 
3420,23,Female,Jewelry,Accessories,26,West Virginia,L,Indigo,Winter,  ,No,Store Pickup,No,No,5,  ,Bi-Weekly
3421,19,Female,Hat,Accessories,60,Kentucky,M,Purple,Winter,3.4,No,Express,No,No,35,PayPal,Bi-Weekly
3422,57,Female,Shoes,Footwear,30,New Jersey,M,Maroon,Summer,2.9,No,Free Shipping,No,No,27,PayPal,Weekly
3423,19,Female,Coat,  ,91,New York,L,Beige,Winter,3.2,No,Next Day Air,No,No,9,  ,Monthly
